8.332898150941300264e-01,0.000000000000000000e+00,4.999954803682613580e-01,5.000050033404531691e-01,5.000009098318676237e-01,5.000001653646345412e-01,4.999995538171149168e-01
4.999339383512271806e-01,8.330653645375748484e-01,4.999948977564570018e-01,5.000058056370151327e-01,5.000013043812190361e-01,5.000023571494600638e-01,5.000008231372004008e-01
8.336527462688738677e-01,8.002425656736230630e-01,4.999890449722012020e-01,4.999866002822635491e-01,5.000017582539211247e-01,4.999837068216131386e-01,5.000004920166504219e-01
5.834627088528214767e-01,8.565018303011082690e-01,4.999952265471700463e-01,4.999869828307397790e-01,5.000009716234835588e-01,5.000012677023432106e-01,5.000000121323544544e-01
8.334442720365422552e-01,6.002979939906040174e-01,4.999955619668418061e-01,5.000124332921935810e-01,5.000014131048982069e-01,5.000007977830313033e-01,5.000000274520627341e-01
2.504543609940006466e-01,3.342367510930656649e-01,4.999954986235264909e-01,5.000220601138605225e-01,5.000010326718363762e-01,5.000006287210367883e-01,4.999997525843551949e-01
7.500498504013530798e-01,6.667765184219553998e-01,4.999959528110941576e-01,5.000049731115353557e-01,5.000013034600521156e-01,5.000011348768125252e-01,5.000003584702900072e-01
7.498105789973321667e-01,2.220078157270817809e-01,4.999953074898972338e-01,5.000058107622358250e-01,5.000013412926285206e-01,5.000006859733532316e-01,4.999995210953815938e-01
6.667176966614761779e-01,2.498752549509712928e-01,4.999954349741966286e-01,5.000047139899687076e-01,5.000009103515327125e-01,5.000011191712885328e-01,5.000005485545950812e-01
8.332305594720632591e-01,4.999252205998558352e-01,4.999951025135963012e-01,4.999934864163284032e-01,5.000013540443815074e-01,5.000010879793627128e-01,4.999999006613030650e-01
1.000000000000000000e+00,3.333410806271610571e-01,4.999963475724739648e-01,5.000047398062010817e-01,5.000001875478095048e-01,5.000003425771862853e-01,4.999999084664094595e-01
8.334947122609737136e-01,1.001176404507197748e-01,4.999955927806635780e-01,5.000050047251605179e-01,5.000017143718886725e-01,5.000001633907504850e-01,4.999996799556545857e-01
1.665099191921162736e-01,4.998009023780290994e-01,4.999962451163272315e-01,5.000036962613032543e-01,5.000020312508975939e-01,5.000005049106096555e-01,5.000013867891768271e-01
4.998180586187145336e-01,3.328983554078753793e-01,4.999948563349925768e-01,5.000083041469142175e-01,5.000009057453760342e-01,5.000015676036220214e-01,5.000003001170443273e-01
9.168225778053901154e-01,1.817540491887028875e-01,4.999954096286877703e-01,5.000063566133984283e-01,5.000014207984171399e-01,5.000006503823956061e-01,4.999997254175468364e-01
6.666318939704891644e-01,4.999244041507254765e-01,5.000047500354728447e-01,5.000048057149631964e-01,5.000036364596486260e-01,5.000010982108517021e-01,4.999997838583352672e-01
5.836484366256320389e-01,7.139327202464919031e-01,4.999954961432102607e-01,5.000050055359487322e-01,5.000017130947986832e-01,5.000002653351258708e-01,4.999999097472110909e-01
5.832835487564184129e-01,2.861338378980367581e-01,5.000049861132561668e-01,5.000060180990845149e-01,4.999998814218710730e-01,5.000007915301946104e-01,4.999996240517262103e-01
3.333213173547447394e-01,5.002689061815339677e-01,4.999951917355562880e-01,5.000049613269079707e-01,5.000013317208344965e-01,5.000001031272334195e-01,5.000000050596608014e-01
8.334606363204136725e-01,7.001636886059674492e-01,4.999957252981704903e-01,4.999897646716851551e-01,4.999997746236333196e-01,5.000015618439422882e-01,4.999999579967520091e-01
9.167950968535342193e-01,3.643038563378764860e-01,5.000041316230828814e-01,4.999911635971472368e-01,5.000012490045210312e-01,5.000011483471720197e-01,4.999996826003291761e-01
8.314482016207275228e-02,1.000000000000000000e+00,4.999962281571254108e-01,5.000049861807254192e-01,4.999998739756961186e-01,5.000005167267607131e-01,4.999996737519804557e-01
5.831145788393403695e-01,5.715745551433745186e-01,4.999951233610624990e-01,4.999926138342637438e-01,5.000013477500148129e-01,4.999993200951935446e-01,5.000002561364532694e-01
1.000000000000000000e+00,2.499989436286757516e-01,4.999957125962682936e-01,5.000078552256370656e-01,5.000002433772842148e-01,5.000007011500329224e-01,4.999999896642829955e-01
9.165272217763166251e-01,5.448862153639593142e-01,4.999955720757497946e-01,5.000048054320241908e-01,5.000016815120970071e-01,5.000002276905567422e-01,4.999997136738903447e-01
9.166834462583415277e-01,0.000000000000000000e+00,4.999954868704452604e-01,5.000047811334498160e-01,5.000005405998453334e-01,5.000009842538067906e-01,4.999999686288180700e-01
9.166816322244870641e-01,6.364064520471947040e-01,4.999955065407792887e-01,5.000048715832461355e-01,5.000021818528637141e-01,4.999992293873134486e-01,4.999999793578142060e-01
6.669492138876276233e-01,8.751473742976700887e-01,4.999963246722157750e-01,5.000055670107426131e-01,5.000005934344009528e-01,5.000009923613354390e-01,5.000014443518316920e-01
4.999152640144641779e-01,1.000000000000000000e+00,5.000044511465160380e-01,5.000056799448322487e-01,5.000015958518063686e-01,5.000011174853824514e-01,4.999996959540002894e-01
6.666321590994803703e-01,1.000000000000000000e+00,5.000049984920897916e-01,4.999926338691074168e-01,4.999998227306571286e-01,5.000006062740315338e-01,4.999998056194790985e-01
4.163115995639872779e-01,8.003526619821530463e-01,4.999950755045770578e-01,5.000049699456602381e-01,5.000017228483836229e-01,4.999971200814514183e-01,5.000003773440602206e-01
8.314482016207275228e-02,0.000000000000000000e+00,4.999963166041138107e-01,5.000042771137168662e-01,5.000006287581092446e-01,5.000005424027209600e-01,5.000000105144202234e-01
7.500129610078843934e-01,1.000000000000000000e+00,5.000048089759711045e-01,5.000042892002234396e-01,5.000001564585556668e-01,5.000006540689480028e-01,4.999999363215362758e-01
1.000000000000000000e+00,4.999871647751083503e-01,5.000042314935548848e-01,4.999935429735812842e-01,5.000014520124743678e-01,5.000005708214614319e-01,4.999998012574725093e-01
9.167611773929216223e-01,2.716357671174517430e-01,5.000048165469146433e-01,5.000043707816904659e-01,5.000001721359658147e-01,5.000011171594452852e-01,5.000000145090495174e-01
4.163197452946146293e-01,1.990660781923665745e-01,4.999952571423262326e-01,5.000050002784867109e-01,4.999999342290106785e-01,5.000015712966431325e-01,4.999999815292306415e-01
9.168143384792585282e-01,8.180250302487892533e-01,4.999952602332509710e-01,5.000069940384673783e-01,5.000001949956562886e-01,5.000003376537136557e-01,4.999995259348150034e-01
4.999152640144641779e-01,0.000000000000000000e+00,4.999963530897059694e-01,5.000059916972294793e-01,5.000015600549417849e-01,5.000011353553479587e-01,4.999997664529582386e-01
9.166867868267390973e-01,1.000000000000000000e+00,5.000044542519368473e-01,4.999944757320085031e-01,5.000014256722508099e-01,5.000001326519752931e-01,5.000002362660037614e-01
9.168076123622205253e-01,4.543731600886498079e-01,4.999945281217321180e-01,5.000044857055131464e-01,5.000008536341070675e-01,5.000006809379543560e-01,4.999995938896273917e-01
5.832835487564184129e-01,1.000000000000000000e+00,4.999962468929532999e-01,5.000043767588380206e-01,4.999997714495588719e-01,5.000006568564701048e-01,5.000013289530199634e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.999963475724739648e-01,5.000047398062010817e-01,5.000001977045724910e-01,5.000003424466246127e-01,4.999999082752032975e-01
6.666964908111510102e-01,3.745119656999764124e-01,5.000037551749227926e-01,4.999927419437451004e-01,5.000012069064746489e-01,5.000011269778392720e-01,5.000002533114442649e-01
9.167156593432929101e-01,9.171159745787438311e-02,4.999962759784035149e-01,5.000057957109340645e-01,5.000019393500541032e-01,5.000025581696131427e-01,4.999996980081499731e-01
7.499674090661559989e-01,3.344777111750993903e-01,4.999948013845101347e-01,4.999885664689439069e-01,5.000004653753702399e-01,5.000004731594256402e-01,5.000002049728070608e-01
7.500110904249612798e-01,5.548126078387168869e-01,4.999955241516434445e-01,4.999872160855108327e-01,5.000011138299365054e-01,5.000010782231217865e-01,5.000000933763922850e-01
3.333212943868902323e-01,9.999999999999998890e-01,4.999954296297005607e-01,5.000049930665451114e-01,5.000009058125826078e-01,5.000001947189390838e-01,4.999999295337840821e-01
1.000000000000000000e+00,6.666043808637219792e-01,4.999958092500746409e-01,5.000049430114288374e-01,5.000009254884879573e-01,5.000006052787999700e-01,5.000000274157887503e-01
7.498175054624779401e-01,1.107077505044353344e-01,4.999951708423593932e-01,5.000062678268203387e-01,5.000001831335740832e-01,5.000001299432644819e-01,4.999999250467815348e-01
1.000000000000000000e+00,8.330881986865948940e-01,4.999951464535469237e-01,5.000060291638683818e-01,5.000011970029428765e-01,4.999993551185106799e-01,4.999998755379382320e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.999959588502592700e-01,5.000035237778863717e-01,4.999998696918471763e-01,5.000007565498254536e-01,4.999999499249006552e-01
9.999999999999998890e-01,5.831796768513344276e-01,4.999956691710463752e-01,5.000058450844701019e-01,4.999999447444056777e-01,5.000005024654384789e-01,4.999999533703014531e-01
8.332603383562725563e-01,1.000000000000000000e+00,4.999952527760058718e-01,5.000056217632189437e-01,5.000013410917103496e-01,5.000008370100998967e-01,4.999995356210293340e-01
8.332348711811415898e-01,3.000252855014707287e-01,4.999956771613372486e-01,4.999931317907690409e-01,5.000012157003078661e-01,5.000005038072349306e-01,4.999996238395330028e-01
4.998350833456516318e-01,6.664344447074777023e-01,4.999962714803357633e-01,5.000043769959039430e-01,5.000019192264357759e-01,5.000025647797987638e-01,4.999997155343502420e-01
5.836582170943657166e-01,1.434655985164536851e-01,4.999955256771241308e-01,5.000050051410572793e-01,4.999998388225138091e-01,4.999992133740904787e-01,5.000003022735131086e-01
7.497946732962265104e-01,7.779473064326801746e-01,5.000089340190523313e-01,5.000048769760394585e-01,5.000009313908430064e-01,4.999977671324391526e-01,5.000005453629364771e-01
5.832835487564184129e-01,0.000000000000000000e+00,5.000049861132561668e-01,5.000060180990845149e-01,5.000010342627189130e-01,5.000005041759767455e-01,4.999999797545167657e-01
2.502178420722426799e-01,9.998445081906400800e-01,4.999963087467591549e-01,5.000042830789022119e-01,4.999997398097181245e-01,4.999991802942242436e-01,4.999996914157537886e-01
2.500210645003633769e-01,6.647524405644498202e-01,4.999952511611877592e-01,5.000188408392080008e-01,5.000010592357247985e-01,5.000010875619654849e-01,4.999998955669858192e-01
4.167140305840650316e-01,1.000000000000000000e+00,4.999963051229349698e-01,5.000050282410815061e-01,5.000008348054714169e-01,5.000006315801456269e-01,4.999997026104334163e-01
7.499655132661200430e-01,0.000000000000000000e+00,4.999955900636028350e-01,5.000058916282638100e-01,5.000008335004866300e-01,5.000003542349726882e-01,4.999999552128876479e-01
1.000000000000000000e+00,7.500712468797610111e-01,4.999955977554518260e-01,5.000083245314547176e-01,4.999998910253681261e-01,5.000005083814447193e-01,5.000002961623275510e-01
9.999999999999997780e-01,9.164505676784551191e-01,5.000028988823141951e-01,5.000049085925245551e-01,5.000013633161348725e-01,5.000003597689380852e-01,4.999993825731676722e-01
9.166884051049731807e-01,9.090898549225070457e-01,5.000047154924009973e-01,5.000059217018765212e-01,4.999996611789651602e-01,5.000009686691915256e-01,4.999994453732629629e-01
6.667296160712943287e-01,6.254346688937795218e-01,4.999952664337347641e-01,5.000060272753544810e-01,5.000001949557169034e-01,5.000003479234075288e-01,4.999995261751074560e-01
4.159530154150381520e-01,3.999538948139768624e-01,4.999962172531742244e-01,5.000044696973473535e-01,4.999998410038293817e-01,4.999961520378117807e-01,4.999997620842013824e-01
9.168225778053901154e-01,7.264606629223792078e-01,4.999955068383430401e-01,5.000056781436378328e-01,5.000019351540335721e-01,5.000025571272905811e-01,4.999995925511944717e-01
1.665940830240338899e-01,0.000000000000000000e+00,4.999949728843882668e-01,4.999909197450888021e-01,5.000008676272081898e-01,5.000002339661218098e-01,5.000020832225828826e-01
4.167363523284564608e-01,0.000000000000000000e+00,4.999962238510066159e-01,5.000044664496744451e-01,4.999997152060619565e-01,5.000004381642050300e-01,4.999999927911390474e-01
7.500311653309207349e-01,8.887245117020772245e-01,4.999952267998828415e-01,5.000058771886429776e-01,4.999997703057038057e-01,5.000016292628323145e-01,4.999993012824555105e-01
1.000000000000000000e+00,1.665421651122371838e-01,5.000049511603458230e-01,5.000050388461337869e-01,5.000013565050710485e-01,5.000002014345414914e-01,5.000002581763645093e-01
1.000000000000000000e+00,8.327156871616696321e-02,4.999952402588606071e-01,5.000046537678081160e-01,4.999998243459199410e-01,5.000002320371599307e-01,4.999997196232212615e-01
3.335678750919699453e-01,5.855911517523009521e-08,4.999952931164897141e-01,5.000047949406911663e-01,5.000009113340841971e-01,5.000001686788816402e-01,4.999995581342348006e-01
6.666318939704891644e-01,0.000000000000000000e+00,4.999954990390978460e-01,5.000048057149631964e-01,5.000000125932078099e-01,5.000010982108517021e-01,4.999996278419501783e-01
7.497288071297595335e-01,4.448380888161929669e-01,4.999955272866243305e-01,5.000059399895651069e-01,5.000036607863215243e-01,4.999995005552810290e-01,4.999998855512975959e-01
1.665940830240338899e-01,1.000000000000000000e+00,4.999962431090506643e-01,5.000061580080973345e-01,5.000008329081793157e-01,5.000005322860097134e-01,4.999996980403779712e-01
0.000000000000000000e+00,6.801231436920490703e-01,5.000035271220346633e-01,5.000047401443965533e-01,5.000014533840185793e-01,5.000005708488303169e-01,4.999999907613174588e-01
4.999152640144641779e-01,1.665421651122371838e-01,5.000045898747665918e-01,5.000050388461337869e-01,5.000015746667947347e-01,5.000001861727615404e-01,4.999998183621156556e-01
6.666969023596360788e-01,7.502364193658497271e-01,4.999959360232464900e-01,4.999929122283058303e-01,5.000011578521771360e-01,5.000005113826613279e-01,4.999999995673905517e-01
3.335906676210773636e-01,7.500047578631350298e-01,4.999963213328498246e-01,4.999862024432585872e-01,5.000010456752179699e-01,5.000003396965132518e-01,5.000002130379386234e-01
8.332897563993794110e-01,8.994514585847342980e-01,4.999967639300384459e-01,4.999908974438878606e-01,5.000013506996981993e-01,5.000003322516823889e-01,5.000002081461449865e-01
6.665378426222496877e-01,1.250139028926640083e-01,5.000049511603458230e-01,5.000050388461337869e-01,5.000002178492390925e-01,5.000002014345414914e-01,5.000002636528920741e-01
1.000000000000000000e+00,4.169372908490839302e-01,4.999963563810163047e-01,5.000047683494022177e-01,5.000002216052651383e-01,5.000024054301829279e-01,4.999999818927313711e-01
4.998346084955674340e-01,5.005508724102930573e-01,4.999954993316910734e-01,5.000078205760630778e-01,4.999999328709067159e-01,5.000012636543685884e-01,5.000000020589415728e-01
8.334705271899287560e-01,3.992617631784970422e-01,4.999954591662786330e-01,5.000044885497639813e-01,5.000013659889765982e-01,5.000010544177296845e-01,5.000001946683689802e-01
5.830118389351012231e-01,4.292425024286417035e-01,5.000042534028704688e-01,5.000049589802653127e-01,5.000013341100910669e-01,5.000001055831266861e-01,5.000000036541935033e-01
8.333639552956634278e-01,1.997400434355821597e-01,5.000052850541261140e-01,5.000113663541627673e-01,4.999998812159324735e-01,5.000029140978088371e-01,4.999996052793557744e-01
3.338939496042529487e-01,2.505617418892115422e-01,4.999950639918767648e-01,5.000043578140612732e-01,5.000012529451407506e-01,5.000006458699242096e-01,4.999996840704091228e-01
2.502178420722426799e-01,0.000000000000000000e+00,5.000046030607323555e-01,5.000051726913841144e-01,5.000008442692592814e-01,5.000011469573095724e-01,5.000000581493820873e-01
4.157180782318035117e-01,6.002995767074578159e-01,5.000049591369192248e-01,4.999919184164244856e-01,4.999999284223635709e-01,5.000004974943937919e-01,5.000003488384646699e-01
